Player,Season,Team,Location,Opp Team,Date,Result,Mins Played,Field Goal,Field Goal Att,Field Goal %,3 Point Field Goal,3 Point Field Goal Att,3 Point Field Goal %,Free Throw,Free Throw Att,Free Throw %,Rebounds,Assists,Steals,Blocks,Turnovers,Points,Usage %,True Shooting %,Effective Fg %,Total Rebound %,Assist %,Offensive Rating,Defensive Rating,Game Score,Playoffs,Championship Season
Lebron James,2008-2009,CLE,@,SAS,2009-02-27,W,32:08,12.0,23.0,0.522,3.0,6.0,0.5,3.0,3.0,1.0,14.0,4.0,2.0,0.0,1.0,30.0,36.0,0.617,0.587,24.3,33.1,139.0,91.0,27.5,False,False
Lebron James,2008-2009,CLE,@,ATL,2009-03-01,W,43:43,8.0,20.0,0.4,2.0,7.0,0.286,8.0,14.0,0.571,6.0,11.0,1.0,2.0,0.0,26.0,29.4,0.497,0.45,8.1,49.9,123.0,102.0,23.9,False,False
Lebron James,2008-2009,CLE,@,MIA,2009-03-02,W,43:40,13.0,21.0,0.619,6.0,7.0,0.857,10.0,10.0,1.0,8.0,4.0,1.0,1.0,6.0,42.0,32.3,0.827,0.762,10.9,19.4,134.0,105.0,32.2,False,False
Lebron James,2008-2009,CLE,0,MIL,2009-03-04,W,33:12,7.0,11.0,0.636,4.0,5.0,0.8,5.0,7.0,0.714,8.0,4.0,1.0,0.0,3.0,23.0,25.0,0.817,0.818,14.1,27.7,134.0,85.0,20.1,False,False
Lebron James,2008-2009,CLE,@,BOS,2009-03-06,L,38:17,5.0,15.0,0.333,2.0,5.0,0.4,9.0,12.0,0.75,6.0,5.0,1.0,0.0,4.0,21.0,32.5,0.518,0.4,10.6,26.4,100.0,123.0,13.2,False,False
Lebron James,2008-2009,CLE,0,MIA,2009-03-07,W,43:19,5.0,15.0,0.333,0.0,3.0,0.0,4.0,7.0,0.571,10.0,12.0,1.0,1.0,2.0,14.0,22.9,0.387,0.333,14.0,45.1,105.0,97.0,16.2,False,False
Lebron James,2008-2009,CLE,@,LAC,2009-03-10,W,43:42,10.0,23.0,0.435,0.0,6.0,0.0,12.0,16.0,0.75,13.0,11.0,2.0,2.0,4.0,32.0,35.6,0.533,0.435,16.4,57.5,114.0,88.0,30.1,False,False
Lebron James,2008-2009,CLE,@,PHO,2009-03-12,W,43:27,10.0,24.0,0.417,3.0,8.0,0.375,11.0,13.0,0.846,10.0,13.0,3.0,3.0,3.0,34.0,32.9,0.572,0.479,14.9,49.6,141.0,111.0,37.0,False,False
Lebron James,2008-2009,CLE,@,SAC,2009-03-13,W,46:59,16.0,30.0,0.533,4.0,11.0,0.364,15.0,17.0,0.882,4.0,9.0,2.0,3.0,3.0,51.0,39.7,0.68,0.6,5.2,40.7,141.0,121.0,43.4,False,False
Lebron James,2008-2009,CLE,0,NYK,2009-03-15,W,39:52,9.0,17.0,0.529,0.0,3.0,0.0,1.0,3.0,0.333,8.0,10.0,4.0,3.0,3.0,19.0,24.2,0.519,0.529,10.4,41.3,111.0,94.0,22.4,False,False
Lebron James,2008-2009,CLE,0,ORL,2009-03-17,W,42:40,15.0,27.0,0.556,4.0,7.0,0.571,9.0,10.0,0.9,12.0,8.0,4.0,1.0,6.0,43.0,40.4,0.685,0.63,16.3,40.7,125.0,93.0,38.0,False,False
Lebron James,2008-2009,CLE,0,POR,2009-03-19,W,46:47,10.0,22.0,0.455,0.0,3.0,0.0,6.0,11.0,0.545,11.0,10.0,1.0,2.0,0.0,26.0,30.4,0.484,0.455,13.8,44.1,112.0,99.0,23.7,False,False
Lebron James,2008-2009,CLE,0,ATL,2009-03-21,W,40:03,9.0,21.0,0.429,1.0,4.0,0.25,3.0,5.0,0.6,7.0,5.0,3.0,1.0,2.0,22.0,29.6,0.474,0.452,10.2,22.0,100.0,99.0,17.0,False,False
Lebron James,2008-2009,CLE,@,NJN,2009-03-22,W,39:09,9.0,17.0,0.529,1.0,4.0,0.25,11.0,15.0,0.733,11.0,8.0,1.0,0.0,1.0,30.0,32.2,0.636,0.559,16.2,39.3,137.0,101.0,29.8,False,False
Lebron James,2008-2009,CLE,0,NJN,2009-03-25,W,39:06,7.0,14.0,0.5,1.0,1.0,1.0,7.0,7.0,1.0,8.0,11.0,1.0,0.0,1.0,22.0,23.8,0.644,0.536,12.1,55.3,153.0,107.0,25.5,False,False
Lebron James,2008-2009,CLE,0,MIN,2009-03-27,W,33:36,8.0,14.0,0.571,2.0,3.0,0.667,7.0,10.0,0.7,12.0,7.0,0.0,0.0,5.0,25.0,35.1,0.679,0.643,23.5,36.3,124.0,102.0,21.5,False,False
Lebron James,2008-2009,CLE,0,DAL,2009-03-29,W,31:19,9.0,22.0,0.409,2.0,4.0,0.5,4.0,5.0,0.8,6.0,12.0,1.0,2.0,0.0,24.0,34.9,0.496,0.455,9.6,70.2,123.0,80.0,24.8,False,False
Lebron James,2008-2009,CLE,0,DET,2009-03-31,W,40:36,9.0,24.0,0.375,0.0,2.0,0.0,7.0,8.0,0.875,12.0,3.0,3.0,1.0,1.0,25.0,35.5,0.454,0.375,14.8,16.6,96.0,74.0,20.2,False,False
Lebron James,2008-2009,CLE,@,WAS,2009-04-02,L,38:20,11.0,18.0,0.611,4.0,8.0,0.5,5.0,7.0,0.714,9.0,6.0,0.0,0.0,6.0,31.0,34.1,0.735,0.722,13.7,29.8,118.0,123.0,22.9,False,False
Lebron James,2008-2009,CLE,@,ORL,2009-04-03,L,32:00,7.0,20.0,0.35,2.0,5.0,0.4,10.0,10.0,1.0,9.0,5.0,1.0,0.0,2.0,26.0,38.9,0.533,0.4,14.8,36.6,110.0,122.0,20.0,False,False
Lebron James,2008-2009,CLE,0,SAS,2009-04-05,W,36:43,14.0,21.0,0.667,2.0,5.0,0.4,8.0,8.0,1.0,7.0,6.0,1.0,0.0,2.0,38.0,37.9,0.775,0.714,11.7,37.9,154.0,96.0,33.8,False,False
Lebron James,2008-2009,CLE,0,WAS,2009-04-08,W,30:51,7.0,15.0,0.467,0.0,2.0,0.0,7.0,8.0,0.875,6.0,7.0,3.0,0.0,2.0,21.0,30.7,0.567,0.467,10.6,40.2,125.0,92.0,20.2,False,False
Lebron James,2008-2009,CLE,@,PHI,2009-04-10,W,36:34,8.0,17.0,0.471,1.0,4.0,0.25,10.0,12.0,0.833,2.0,10.0,0.0,1.0,1.0,27.0,31.4,0.606,0.5,3.6,49.5,145.0,120.0,23.2,False,False
Lebron James,2008-2009,CLE,0,BOS,2009-04-12,W,30:22,9.0,14.0,0.643,5.0,8.0,0.625,6.0,6.0,1.0,4.0,7.0,1.0,1.0,5.0,29.0,35.0,0.871,0.821,8.5,46.5,138.0,83.0,25.2,False,False
Lebron James,2008-2009,CLE,@,IND,2009-04-13,W,38:42,12.0,23.0,0.522,2.0,7.0,0.286,11.0,14.0,0.786,5.0,5.0,1.0,0.0,5.0,37.0,36.9,0.634,0.565,6.7,24.7,121.0,116.0,25.1,False,False
Lebron James,2008-2009,CLE,0,PHI,2009-04-15,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2009-2010,CLE,0,BOS,2009-10-27,L,44:55,12.0,22.0,0.545,4.0,9.0,0.444,10.0,13.0,0.769,4.0,8.0,2.0,4.0,5.0,38.0,36.0,0.685,0.636,6.1,52.9,121.0,103.0,31.2,False,False
Lebron James,2009-2010,CLE,@,TOR,2009-10-28,L,39:47,7.0,19.0,0.368,1.0,5.0,0.2,8.0,14.0,0.571,11.0,12.0,2.0,0.0,4.0,23.0,31.1,0.457,0.395,13.7,70.4,100.0,100.0,20.2,False,False
Lebron James,2009-2010,CLE,@,MIN,2009-10-30,W,33:26,10.0,18.0,0.556,2.0,3.0,0.667,2.0,3.0,0.667,9.0,6.0,1.0,1.0,2.0,24.0,29.5,0.621,0.611,14.4,33.6,125.0,93.0,22.0,False,False
Lebron James,2009-2010,CLE,0,CHA,2009-10-31,W,37:14,5.0,11.0,0.455,0.0,1.0,0.0,4.0,6.0,0.667,7.0,9.0,0.0,0.0,4.0,14.0,26.7,0.513,0.455,13.9,39.3,107.0,103.0,11.9,False,False
Lebron James,2009-2010,CLE,0,WAS,2009-11-03,W,35:59,7.0,16.0,0.438,2.0,7.0,0.286,11.0,13.0,0.846,8.0,6.0,3.0,0.0,4.0,27.0,32.7,0.622,0.5,11.9,30.0,120.0,98.0,24.6,False,False
Lebron James,2009-2010,CLE,0,CHI,2009-11-05,L,38:13,9.0,17.0,0.529,1.0,4.0,0.25,6.0,9.0,0.667,7.0,6.0,1.0,1.0,3.0,25.0,29.6,0.596,0.559,9.6,34.7,111.0,93.0,20.5,False,False
Lebron James,2009-2010,CLE,@,NYK,2009-11-06,W,35:37,12.0,17.0,0.706,2.0,4.0,0.5,7.0,9.0,0.778,8.0,9.0,3.0,0.0,7.0,33.0,36.4,0.787,0.765,14.0,55.6,125.0,90.0,28.6,False,False
Lebron James,2009-2010,CLE,@,ORL,2009-11-11,W,39:07,13.0,23.0,0.565,2.0,3.0,0.667,8.0,9.0,0.889,8.0,4.0,1.0,0.0,4.0,36.0,37.6,0.668,0.609,12.4,23.3,125.0,102.0,26.9,False,False
Lebron James,2009-2010,CLE,@,MIA,2009-11-12,W,38:53,8.0,20.0,0.4,2.0,4.0,0.5,16.0,18.0,0.889,4.0,7.0,2.0,1.0,2.0,34.0,35.7,0.609,0.45,6.8,33.1,128.0,109.0,28.8,False,False
Lebron James,2009-2010,CLE,0,UTA,2009-11-14,W,37:33,6.0,15.0,0.4,0.0,3.0,0.0,9.0,12.0,0.75,6.0,9.0,2.0,1.0,2.0,21.0,28.5,0.518,0.4,11.6,36.7,115.0,110.0,20.1,False,False
Lebron James,2009-2010,CLE,0,GSW,2009-11-17,W,38:32,11.0,19.0,0.579,1.0,5.0,0.2,8.0,10.0,0.8,5.0,12.0,1.0,2.0,2.0,31.0,30.9,0.662,0.605,8.8,46.3,141.0,114.0,30.8,False,False
Lebron James,2009-2010,CLE,@,WAS,2009-11-18,L,35:08,12.0,20.0,0.6,3.0,7.0,0.429,7.0,8.0,0.875,2.0,9.0,2.0,0.0,6.0,34.0,40.5,0.723,0.675,3.3,66.1,120.0,119.0,25.7,False,False
Lebron James,2009-2010,CLE,@,IND,2009-11-20,W,37:53,13.0,25.0,0.52,1.0,3.0,0.333,13.0,14.0,0.929,9.0,7.0,1.0,1.0,2.0,40.0,39.3,0.642,0.54,13.0,45.4,137.0,102.0,35.0,False,False
Lebron James,2009-2010,CLE,0,PHI,2009-11-21,W,38:32,13.0,20.0,0.65,2.0,4.0,0.5,4.0,6.0,0.667,7.0,9.0,0.0,0.0,5.0,32.0,36.2,0.707,0.7,10.0,56.6,121.0,105.0,24.6,False,False
Lebron James,2009-2010,CLE,@,DET,2009-11-25,W,38:49,12.0,24.0,0.5,1.0,4.0,0.25,9.0,11.0,0.818,8.0,7.0,1.0,0.0,5.0,34.0,43.9,0.589,0.521,12.7,45.2,115.0,102.0,24.1,False,False
Lebron James,2009-2010,CLE,@,CHA,2009-11-27,L,38:01,10.0,19.0,0.526,2.0,7.0,0.286,3.0,4.0,0.75,6.0,4.0,0.0,0.0,6.0,25.0,33.0,0.602,0.579,9.4,21.6,99.0,108.0,12.3,False,False
Lebron James,2009-2010,CLE,0,DAL,2009-11-28,W,36:21,10.0,20.0,0.5,0.0,2.0,0.0,5.0,7.0,0.714,5.0,12.0,0.0,0.0,1.0,25.0,32.3,0.542,0.5,10.5,49.8,135.0,114.0,22.3,False,False
Lebron James,2009-2010,CLE,0,PHO,2009-12-02,W,34:37,6.0,15.0,0.4,0.0,3.0,0.0,0.0,0.0,0.0,8.0,10.0,1.0,1.0,3.0,12.0,22.7,0.4,0.4,12.1,37.8,96.0,99.0,12.4,False,False
Lebron James,2009-2010,CLE,0,CHI,2009-12-04,W,34:12,8.0,17.0,0.471,1.0,3.0,0.333,6.0,10.0,0.6,6.0,11.0,0.0,0.0,1.0,23.0,31.2,0.537,0.5,9.8,55.6,129.0,106.0,20.8,False,False
Lebron James,2009-2010,CLE,@,MIL,2009-12-06,W,32:18,4.0,10.0,0.4,0.0,0.0,0.0,6.0,7.0,0.857,5.0,10.0,1.0,1.0,5.0,14.0,25.9,0.535,0.4,8.6,51.1,102.0,91.0,13.0,False,False
Lebron James,2009-2010,CLE,@,MEM,2009-12-08,L,44:47,14.0,29.0,0.483,4.0,11.0,0.364,11.0,12.0,0.917,13.0,6.0,0.0,1.0,5.0,43.0,38.6,0.627,0.552,17.3,30.3,129.0,111.0,32.5,False,False
Lebron James,2009-2010,CLE,@,HOU,2009-12-09,L,39:40,8.0,21.0,0.381,2.0,4.0,0.5,9.0,10.0,0.9,6.0,7.0,1.0,1.0,5.0,27.0,34.3,0.531,0.429,8.6,41.7,103.0,101.0,18.1,False,False
Lebron James,2009-2010,CLE,0,POR,2009-12-11,W,37:36,14.0,24.0,0.583,1.0,2.0,0.5,4.0,6.0,0.667,7.0,7.0,1.0,2.0,4.0,33.0,38.6,0.619,0.604,12.8,35.6,118.0,106.0,26.4,False,False
Lebron James,2009-2010,CLE,@,OKC,2009-12-13,W,38:35,16.0,29.0,0.552,5.0,8.0,0.625,7.0,10.0,0.7,7.0,6.0,4.0,1.0,1.0,44.0,40.9,0.659,0.638,11.2,37.1,140.0,89.0,38.5,False,False
Lebron James,2009-2010,CLE,0,NJN,2009-12-15,W,40:28,9.0,19.0,0.474,1.0,5.0,0.2,4.0,6.0,0.667,6.0,7.0,2.0,0.0,6.0,23.0,35.3,0.531,0.5,9.2,29.3,98.0,107.0,14.4,False,False
Lebron James,2009-2010,CLE,@,PHI,2009-12-16,W,40:17,12.0,26.0,0.462,3.0,6.0,0.5,9.0,11.0,0.818,6.0,7.0,3.0,1.0,3.0,36.0,40.9,0.584,0.519,8.6,42.3,121.0,111.0,28.8,False,False
Lebron James,2009-2010,CLE,0,MIL,2009-12-18,W,38:22,6.0,13.0,0.462,2.0,4.0,0.5,12.0,14.0,0.857,10.0,8.0,0.0,3.0,6.0,26.0,34.0,0.678,0.538,14.7,48.8,114.0,92.0,23.2,False,False
Lebron James,2009-2010,CLE,@,DAL,2009-12-20,L,43:05,9.0,23.0,0.391,2.0,6.0,0.333,5.0,7.0,0.714,3.0,6.0,2.0,2.0,2.0,25.0,31.1,0.479,0.435,4.1,26.8,102.0,111.0,17.0,False,False
Lebron James,2009-2010,CLE,@,PHO,2009-12-21,W,38:26,11.0,21.0,0.524,1.0,3.0,0.333,6.0,6.0,1.0,6.0,4.0,2.0,0.0,3.0,29.0,32.8,0.613,0.548,10.3,18.3,115.0,96.0,21.5,False,False
Lebron James,2009-2010,CLE,@,SAC,2009-12-23,W,43:41,14.0,30.0,0.467,1.0,4.0,0.25,5.0,7.0,0.714,16.0,10.0,0.0,0.0,2.0,34.0,38.5,0.514,0.483,22.8,40.4,125.0,107.0,28.8,False,False
Lebron James,2009-2010,CLE,@,LAL,2009-12-25,W,40:44,9.0,19.0,0.474,2.0,7.0,0.286,6.0,11.0,0.545,4.0,9.0,2.0,1.0,7.0,26.0,36.6,0.545,0.526,5.5,38.7,95.0,94.0,16.3,False,False
Lebron James,2009-2010,CLE,0,HOU,2009-12-27,W,29:26,12.0,20.0,0.6,2.0,5.0,0.4,3.0,4.0,0.75,5.0,6.0,3.0,1.0,1.0,29.0,33.4,0.666,0.65,9.1,40.1,141.0,82.0,28.6,False,False
Lebron James,2009-2010,CLE,@,ATL,2009-12-29,W,39:36,6.0,20.0,0.3,0.0,5.0,0.0,2.0,3.0,0.667,8.0,10.0,5.0,1.0,4.0,14.0,29.7,0.328,0.3,13.3,39.4,83.0,82.0,12.7,False,False
Lebron James,2009-2010,CLE,0,ATL,2009-12-30,W,43:12,15.0,23.0,0.652,4.0,6.0,0.667,14.0,16.0,0.875,10.0,6.0,2.0,2.0,3.0,48.0,36.8,0.799,0.739,13.1,34.5,151.0,110.0,44.7,False,False
Lebron James,2009-2010,CLE,@,NJN,2010-01-02,W,36:27,7.0,16.0,0.438,1.0,4.0,0.25,13.0,15.0,0.867,9.0,7.0,1.0,2.0,1.0,28.0,28.9,0.619,0.469,13.2,40.5,141.0,91.0,28.2,False,False
Lebron James,2009-2010,CLE,0,CHA,2010-01-03,L,42:51,13.0,21.0,0.619,2.0,6.0,0.333,1.0,2.0,0.5,7.0,6.0,1.0,1.0,1.0,29.0,28.3,0.663,0.667,12.4,32.9,137.0,111.0,24.9,False,False
Lebron James,2009-2010,CLE,0,WAS,2010-01-06,W,30:50,7.0,12.0,0.583,1.0,4.0,0.25,8.0,11.0,0.727,7.0,8.0,1.0,2.0,1.0,23.0,27.2,0.683,0.625,15.1,38.8,154.0,104.0,26.1,False,False
Lebron James,2009-2010,CLE,@,DEN,2010-01-08,L,41:18,12.0,28.0,0.429,2.0,8.0,0.25,9.0,13.0,0.692,6.0,7.0,1.0,0.0,8.0,35.0,45.4,0.519,0.464,8.9,38.6,98.0,110.0,18.7,False,False
Lebron James,2009-2010,CLE,@,POR,2010-01-10,W,45:16,13.0,19.0,0.684,3.0,4.0,0.75,12.0,14.0,0.857,10.0,8.0,0.0,1.0,3.0,41.0,31.7,0.815,0.763,14.3,36.5,155.0,115.0,38.0,False,False
Lebron James,2009-2010,CLE,@,GSW,2010-01-11,W,41:37,12.0,23.0,0.522,1.0,4.0,0.25,12.0,14.0,0.857,8.0,11.0,2.0,4.0,2.0,37.0,31.2,0.634,0.543,11.0,43.5,139.0,106.0,37.8,False,False
Lebron James,2009-2010,CLE,@,UTA,2010-01-14,L,40:25,12.0,20.0,0.6,4.0,6.0,0.667,8.0,12.0,0.667,9.0,6.0,5.0,1.0,5.0,36.0,34.4,0.712,0.7,13.9,42.5,125.0,91.0,32.8,False,False
Lebron James,2009-2010,CLE,@,LAC,2010-01-16,W,38:54,12.0,20.0,0.6,3.0,6.0,0.5,5.0,7.0,0.714,4.0,4.0,2.0,1.0,5.0,32.0,34.1,0.693,0.675,8.4,21.3,124.0,121.0,23.3,False,False
Lebron James,2009-2010,CLE,0,TOR,2010-01-19,W,41:01,8.0,18.0,0.444,0.0,7.0,0.0,12.0,14.0,0.857,9.0,11.0,3.0,3.0,3.0,28.0,32.0,0.579,0.444,14.0,45.0,122.0,96.0,29.9,False,False
Lebron James,2009-2010,CLE,0,LAL,2010-01-21,W,40:24,13.0,25.0,0.52,1.0,9.0,0.111,10.0,13.0,0.769,5.0,9.0,2.0,1.0,4.0,37.0,43.4,0.602,0.54,6.5,57.6,117.0,97.0,28.8,False,False
Lebron James,2009-2010,CLE,0,OKC,2010-01-23,W,42:38,9.0,19.0,0.474,6.0,10.0,0.6,13.0,19.0,0.684,9.0,12.0,1.0,1.0,6.0,37.0,36.3,0.676,0.632,11.4,56.6,128.0,105.0,30.9,False,False
Lebron James,2009-2010,CLE,@,MIA,2010-01-25,W,38:31,9.0,23.0,0.391,2.0,9.0,0.222,12.0,17.0,0.706,9.0,4.0,1.0,0.0,4.0,32.0,43.7,0.525,0.435,12.9,22.9,103.0,101.0,18.8,False,False
Lebron James,2009-2010,CLE,0,MIN,2010-01-27,W,30:33,3.0,8.0,0.375,1.0,3.0,0.333,5.0,6.0,0.833,6.0,11.0,1.0,1.0,3.0,12.0,21.4,0.564,0.438,12.2,49.0,119.0,98.0,15.0,False,False
Lebron James,2009-2010,CLE,@,IND,2010-01-29,W,35:39,6.0,18.0,0.333,0.0,4.0,0.0,10.0,17.0,0.588,9.0,13.0,2.0,4.0,5.0,22.0,37.9,0.432,0.333,12.2,73.2,96.0,65.0,19.8,False,False
Lebron James,2009-2010,CLE,0,LAC,2010-01-31,W,39:55,10.0,20.0,0.5,5.0,6.0,0.833,7.0,8.0,0.875,3.0,11.0,1.0,0.0,1.0,32.0,29.3,0.68,0.625,4.2,47.3,149.0,105.0,30.2,False,False
Lebron James,2009-2010,CLE,0,MEM,2010-02-02,W,37:07,7.0,14.0,0.5,1.0,4.0,0.25,7.0,7.0,1.0,6.0,15.0,1.0,1.0,4.0,22.0,24.9,0.644,0.536,9.3,62.7,129.0,94.0,24.6,False,False
Lebron James,2009-2010,CLE,0,MIA,2010-02-04,W,40:06,9.0,16.0,0.563,1.0,4.0,0.25,17.0,21.0,0.81,7.0,8.0,2.0,0.0,4.0,36.0,35.1,0.713,0.594,10.1,41.2,140.0,99.0,32.9,False,False
Lebron James,2009-2010,CLE,0,NYK,2010-02-06,W,43:51,17.0,31.0,0.548,6.0,12.0,0.5,7.0,7.0,1.0,8.0,8.0,5.0,0.0,5.0,47.0,42.6,0.69,0.645,13.3,34.5,130.0,108.0,39.7,False,False
Lebron James,2009-2010,CLE,0,NJN,2010-02-09,W,42:21,13.0,21.0,0.619,1.0,4.0,0.25,5.0,9.0,0.556,3.0,11.0,1.0,0.0,3.0,32.0,33.1,0.641,0.643,4.9,51.4,131.0,123.0,27.5,False,False
Lebron James,2009-2010,CLE,0,ORL,2010-02-11,W,45:05,10.0,21.0,0.476,2.0,6.0,0.333,10.0,12.0,0.833,8.0,13.0,2.0,0.0,3.0,32.0,30.9,0.609,0.524,11.2,41.5,132.0,115.0,30.6,False,False
Lebron James,2009-2010,CLE,0,DEN,2010-02-18,L,47:00,15.0,33.0,0.455,1.0,9.0,0.111,12.0,17.0,0.706,13.0,15.0,2.0,4.0,3.0,43.0,43.2,0.531,0.47,15.9,64.8,118.0,109.0,40.1,False,False
Lebron James,2009-2010,CLE,@,CHA,2010-02-19,L,35:30,6.0,14.0,0.429,2.0,6.0,0.333,8.0,10.0,0.8,3.0,9.0,4.0,0.0,2.0,22.0,27.3,0.598,0.5,4.8,50.9,128.0,116.0,22.6,False,False
Lebron James,2009-2010,CLE,@,ORL,2010-02-21,L,39:23,12.0,25.0,0.48,1.0,6.0,0.167,8.0,12.0,0.667,9.0,6.0,2.0,1.0,5.0,33.0,41.0,0.545,0.5,14.2,31.3,104.0,109.0,23.3,False,False
Lebron James,2009-2010,CLE,0,NOH,2010-02-23,W,44:07,7.0,16.0,0.438,2.0,6.0,0.333,4.0,4.0,1.0,5.0,13.0,2.0,0.0,0.0,20.0,19.2,0.563,0.5,7.3,43.7,138.0,106.0,24.6,False,False
Lebron James,2009-2010,CLE,@,BOS,2010-02-25,W,35:57,11.0,23.0,0.478,3.0,6.0,0.5,11.0,15.0,0.733,7.0,9.0,0.0,0.0,2.0,36.0,42.9,0.608,0.543,11.3,45.7,128.0,101.0,28.7,False,False
Lebron James,2009-2010,CLE,@,TOR,2010-02-26,W,44:24,10.0,17.0,0.588,1.0,4.0,0.25,15.0,16.0,0.938,6.0,9.0,2.0,0.0,1.0,36.0,26.7,0.749,0.618,9.8,35.7,168.0,119.0,36.0,False,False
Lebron James,2009-2010,CLE,0,NYK,2010-03-01,W,31:14,9.0,17.0,0.529,1.0,4.0,0.25,3.0,5.0,0.6,7.0,7.0,2.0,2.0,3.0,22.0,28.9,0.573,0.559,11.8,28.9,114.0,83.0,20.3,False,False
Lebron James,2009-2010,CLE,@,NJN,2010-03-03,W,40:41,10.0,18.0,0.556,0.0,4.0,0.0,6.0,7.0,0.857,7.0,14.0,3.0,1.0,3.0,26.0,26.5,0.617,0.556,9.7,51.3,138.0,99.0,30.0,False,False
Lebron James,2009-2010,CLE,0,DET,2010-03-05,W,41:52,16.0,27.0,0.593,3.0,7.0,0.429,5.0,6.0,0.833,13.0,6.0,3.0,2.0,4.0,40.0,38.5,0.675,0.648,20.4,31.8,124.0,92.0,36.0,False,False
Lebron James,2009-2010,CLE,@,MIL,2010-03-06,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2009-2010,CLE,0,SAS,2010-03-08,W,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
Lebron James,2009-2010,CLE,@,PHI,2010-03-12,W,42:06,7.0,18.0,0.389,3.0,10.0,0.3,6.0,12.0,0.5,6.0,10.0,1.0,3.0,1.0,23.0,28.8,0.494,0.472,8.6,38.0,115.0,107.0,20.9,False,False
Lebron James,2009-2010,CLE,0,BOS,2010-03-14,W,38:52,9.0,21.0,0.429,1.0,3.0,0.333,11.0,16.0,0.688,8.0,7.0,2.0,3.0,2.0,30.0,34.0,0.535,0.452,10.5,39.5,121.0,97.0,26.7,False,False
Lebron James,2009-2010,CLE,@,DET,2010-03-16,W,43:07,10.0,22.0,0.455,1.0,3.0,0.333,8.0,11.0,0.727,12.0,12.0,1.0,1.0,4.0,29.0,31.9,0.54,0.477,15.2,44.7,119.0,109.0,26.9,False,False
Lebron James,2009-2010,CLE,0,IND,2010-03-17,W,38:43,11.0,24.0,0.458,2.0,4.0,0.5,8.0,10.0,0.8,9.0,9.0,3.0,2.0,6.0,32.0,41.5,0.563,0.5,14.9,42.3,104.0,93.0,25.8,False,False
Lebron James,2009-2010,CLE,@,CHI,2010-03-19,W,37:31,9.0,21.0,0.429,0.0,3.0,0.0,11.0,12.0,0.917,11.0,7.0,2.0,2.0,5.0,29.0,38.4,0.552,0.429,15.0,46.0,107.0,85.0,24.1,False,False
Lebron James,2009-2010,CLE,0,DET,2010-03-21,W,30:48,5.0,9.0,0.556,2.0,3.0,0.667,3.0,3.0,1.0,3.0,7.0,0.0,1.0,0.0,15.0,16.8,0.727,0.667,5.8,37.3,165.0,99.0,17.2,False,False
Lebron James,2009-2010,CLE,@,NOH,2010-03-24,W,40:45,15.0,22.0,0.682,1.0,5.0,0.2,7.0,8.0,0.875,6.0,9.0,1.0,0.0,3.0,38.0,36.1,0.745,0.705,9.2,40.3,144.0,110.0,34.3,False,False
Lebron James,2009-2010,CLE,@,SAS,2010-03-26,L,39:18,11.0,21.0,0.524,1.0,6.0,0.167,4.0,7.0,0.571,5.0,10.0,2.0,0.0,5.0,27.0,33.8,0.561,0.548,7.4,49.7,104.0,109.0,20.2,False,False
Lebron James,2009-2010,CLE,0,SAC,2010-03-28,W,39:05,13.0,22.0,0.591,3.0,6.0,0.5,5.0,6.0,0.833,7.0,8.0,3.0,0.0,3.0,34.0,33.8,0.69,0.659,10.7,44.6,128.0,95.0,30.7,False,False
Lebron James,2009-2010,CLE,0,MIL,2010-03-31,W,39:05,7.0,17.0,0.412,0.0,1.0,0.0,9.0,13.0,0.692,9.0,7.0,1.0,1.0,4.0,23.0,31.3,0.506,0.412,13.0,33.8,99.0,101.0,17.2,False,False
Lebron James,2009-2010,CLE,0,ATL,2010-04-02,W,38:22,11.0,20.0,0.55,1.0,3.0,0.333,4.0,7.0,0.571,13.0,6.0,2.0,0.0,2.0,27.0,30.7,0.585,0.575,17.9,39.0,123.0,93.0,23.9,False,False
Lebron James,2009-2010,CLE,@,BOS,2010-04-04,L,44:32,14.0,31.0,0.452,0.0,9.0,0.0,14.0,22.0,0.636,7.0,9.0,1.0,1.0,3.0,42.0,44.2,0.516,0.452,9.4,38.9,110.0,118.0,30.2,False,False
Lebron James,2009-2010,CLE,0,TOR,2010-04-06,W,35:34,5.0,13.0,0.385,0.0,2.0,0.0,9.0,10.0,0.9,6.0,13.0,0.0,1.0,4.0,19.0,28.8,0.546,0.385,10.7,43.6,112.0,109.0,18.7,False,False
Lebron James,2009-2010,CLE,@,CHI,2010-04-08,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
