Player,Season,Team,Location,Opp Team,Date,Result,Mins Played,Field Goal,Field Goal Att,Field Goal %,3 Point Field Goal,3 Point Field Goal Att,3 Point Field Goal %,Free Throw,Free Throw Att,Free Throw %,Rebounds,Assists,Steals,Blocks,Turnovers,Points,Usage %,True Shooting %,Effective Fg %,Total Rebound %,Assist %,Offensive Rating,Defensive Rating,Game Score,Playoffs,Championship Season
Michael Jordan,1988-1989,CHI,@,LAL,1989-03-21,W,43:00,7.0,20.0,0.35,0.0,0.0,0.0,7.0,8.0,0.875,8.0,16.0,1.0,0.0,5.0,21.0,30.5,0.446,0.35,10.6,52.2,99.0,107.0,18.2,False,False
Michael Jordan,1988-1989,CHI,@,PHO,1989-03-22,W,37:00,10.0,20.0,0.5,0.0,0.0,0.0,12.0,12.0,1.0,10.0,9.0,1.0,0.0,3.0,32.0,31.9,0.633,0.5,14.1,40.2,125.0,108.0,27.3,False,False
Michael Jordan,1988-1989,CHI,@,POR,1989-03-24,W,40:00,10.0,20.0,0.5,1.0,3.0,0.333,13.0,16.0,0.813,7.0,17.0,6.0,0.0,7.0,34.0,33.3,0.629,0.525,11.7,56.7,123.0,95.0,35.4,False,False
Michael Jordan,1988-1989,CHI,@,SEA,1989-03-25,W,40:00,8.0,18.0,0.444,0.0,0.0,0.0,5.0,5.0,1.0,12.0,12.0,3.0,0.0,6.0,21.0,27.0,0.52,0.444,15.8,45.9,103.0,98.0,19.8,False,False
Michael Jordan,1988-1989,CHI,0,GSW,1989-03-28,W,40:00,13.0,24.0,0.542,0.0,1.0,0.0,7.0,9.0,0.778,12.0,11.0,4.0,0.0,5.0,33.0,30.2,0.59,0.542,13.3,39.5,115.0,91.0,29.7,False,False
Michael Jordan,1988-1989,CHI,@,MIL,1989-03-29,W,43:00,9.0,19.0,0.474,0.0,1.0,0.0,14.0,16.0,0.875,10.0,10.0,2.0,1.0,4.0,32.0,30.3,0.614,0.474,14.0,36.1,126.0,103.0,29.0,False,False
Michael Jordan,1988-1989,CHI,0,CLE,1989-03-31,L,43:00,15.0,29.0,0.517,1.0,2.0,0.5,6.0,7.0,0.857,10.0,10.0,3.0,1.0,3.0,37.0,37.0,0.577,0.534,14.9,42.5,118.0,109.0,32.2,False,False
Michael Jordan,1988-1989,CHI,0,NJN,1989-04-02,W,39:00,11.0,23.0,0.478,0.0,1.0,0.0,5.0,5.0,1.0,14.0,12.0,2.0,2.0,3.0,27.0,30.9,0.536,0.478,18.3,55.8,121.0,96.0,29.5,False,False
Michael Jordan,1988-1989,CHI,0,CHH,1989-04-04,W,40:00,10.0,15.0,0.667,0.0,2.0,0.0,13.0,15.0,0.867,10.0,12.0,6.0,1.0,3.0,33.0,24.0,0.764,0.667,14.8,46.5,153.0,90.0,42.0,False,False
Michael Jordan,1988-1989,CHI,@,DET,1989-04-06,L,43:00,11.0,23.0,0.478,1.0,5.0,0.2,8.0,8.0,1.0,13.0,10.0,2.0,0.0,2.0,31.0,28.1,0.584,0.5,16.9,40.3,129.0,110.0,30.2,False,False
Michael Jordan,1988-1989,CHI,0,DET,1989-04-07,L,42:00,11.0,18.0,0.611,0.0,0.0,0.0,18.0,21.0,0.857,7.0,11.0,2.0,0.0,1.0,40.0,31.4,0.734,0.611,10.8,65.7,161.0,115.0,39.4,False,False
Michael Jordan,1988-1989,CHI,@,ATL,1989-04-09,L,43:00,13.0,29.0,0.448,0.0,3.0,0.0,14.0,14.0,1.0,10.0,12.0,1.0,0.0,2.0,40.0,36.8,0.569,0.448,11.9,52.6,139.0,122.0,35.7,False,False
Michael Jordan,1988-1989,CHI,@,IND,1989-04-13,L,46:00,17.0,30.0,0.567,0.0,1.0,0.0,13.0,14.0,0.929,11.0,13.0,4.0,2.0,4.0,47.0,37.0,0.65,0.567,13.0,58.3,134.0,106.0,45.8,False,False
Michael Jordan,1988-1989,CHI,@,NJN,1989-04-14,L,38:00,12.0,27.0,0.444,0.0,1.0,0.0,5.0,7.0,0.714,10.0,12.0,3.0,2.0,4.0,29.0,38.3,0.482,0.444,17.8,50.8,110.0,119.0,25.9,False,False
Michael Jordan,1988-1989,CHI,@,CLE,1989-04-16,L,27:00,8.0,14.0,0.571,0.0,1.0,0.0,6.0,6.0,1.0,3.0,3.0,2.0,1.0,5.0,22.0,35.2,0.661,0.571,5.9,23.4,102.0,107.0,15.3,False,False
Michael Jordan,1988-1989,CHI,0,NYK,1989-04-17,W,42:00,11.0,21.0,0.524,1.0,3.0,0.333,11.0,13.0,0.846,11.0,9.0,2.0,3.0,5.0,34.0,32.5,0.636,0.548,13.7,38.9,118.0,93.0,30.8,False,False
Michael Jordan,1988-1989,CHI,@,WSB,1989-04-20,L,39:00,9.0,20.0,0.45,0.0,0.0,0.0,12.0,13.0,0.923,5.0,4.0,1.0,1.0,6.0,30.0,32.0,0.583,0.45,6.1,18.3,113.0,109.0,18.4,False,False
Michael Jordan,1988-1989,CHI,0,WSB,1989-04-21,W,42:00,13.0,31.0,0.419,0.0,0.0,0.0,8.0,11.0,0.727,14.0,11.0,2.0,1.0,1.0,34.0,36.2,0.474,0.419,15.2,37.9,122.0,111.0,31.9,False,False
Michael Jordan,1988-1989,CHI,0,CLE,1989-04-23,L,35:00,9.0,19.0,0.474,0.0,2.0,0.0,7.0,8.0,0.875,5.0,3.0,1.0,0.0,3.0,25.0,31.3,0.555,0.474,7.2,19.0,109.0,101.0,16.5,False,False
Michael Jordan,1989-1990,CHI,0,CLE,1989-11-03,W,47:00,19.0,31.0,0.613,1.0,2.0,0.5,15.0,17.0,0.882,14.0,6.0,3.0,1.0,0.0,54.0,35.0,0.702,0.629,17.5,30.0,154.0,103.0,51.2,False,False
Michael Jordan,1989-1990,CHI,0,BOS,1989-11-04,L,34:00,10.0,18.0,0.556,0.0,3.0,0.0,4.0,6.0,0.667,5.0,6.0,5.0,1.0,4.0,24.0,30.3,0.581,0.556,7.7,29.3,106.0,94.0,20.0,False,False
Michael Jordan,1989-1990,CHI,0,DET,1989-11-07,W,44:00,13.0,24.0,0.542,0.0,2.0,0.0,14.0,17.0,0.824,5.0,7.0,3.0,0.0,4.0,40.0,35.7,0.635,0.542,7.8,25.6,131.0,118.0,33.0,False,False
Michael Jordan,1989-1990,CHI,@,MIN,1989-11-08,W,40:00,15.0,24.0,0.625,1.0,1.0,1.0,14.0,14.0,1.0,6.0,2.0,2.0,0.0,3.0,45.0,37.2,0.746,0.646,9.1,13.3,148.0,90.0,36.0,False,False
Michael Jordan,1989-1990,CHI,@,NJN,1989-11-10,L,41:00,8.0,22.0,0.364,0.0,0.0,0.0,10.0,11.0,0.909,6.0,5.0,2.0,0.0,2.0,26.0,28.5,0.484,0.364,8.3,19.1,114.0,121.0,18.3,False,False
Michael Jordan,1989-1990,CHI,0,SEA,1989-11-11,W,34:00,8.0,15.0,0.533,1.0,2.0,0.5,8.0,9.0,0.889,4.0,6.0,3.0,1.0,4.0,25.0,32.2,0.659,0.567,7.3,31.7,116.0,102.0,20.8,False,False
Michael Jordan,1989-1990,CHI,@,SAC,1989-11-14,W,40:00,11.0,25.0,0.44,1.0,1.0,1.0,4.0,8.0,0.5,13.0,7.0,2.0,0.0,4.0,27.0,31.3,0.473,0.46,14.7,31.3,102.0,94.0,20.7,False,False
Michael Jordan,1989-1990,CHI,@,UTA,1989-11-15,L,38:00,12.0,26.0,0.462,0.0,3.0,0.0,16.0,19.0,0.842,10.0,3.0,1.0,0.0,2.0,40.0,39.2,0.582,0.462,15.6,17.3,126.0,111.0,28.7,False,False
Michael Jordan,1989-1990,CHI,@,SEA,1989-11-18,L,39:00,12.0,26.0,0.462,3.0,8.0,0.375,5.0,7.0,0.714,6.0,7.0,1.0,0.0,2.0,32.0,32.2,0.55,0.519,9.5,29.5,126.0,125.0,23.5,False,False
Michael Jordan,1989-1990,CHI,@,POR,1989-11-21,L,36:00,5.0,13.0,0.385,1.0,3.0,0.333,5.0,6.0,0.833,0.0,7.0,2.0,0.0,4.0,16.0,22.8,0.512,0.423,0.0,23.1,103.0,124.0,11.0,False,False
Michael Jordan,1989-1990,CHI,@,PHO,1989-11-22,W,44:00,12.0,30.0,0.4,1.0,3.0,0.333,9.0,10.0,0.9,7.0,7.0,2.0,0.0,2.0,34.0,37.8,0.494,0.417,8.6,36.5,111.0,100.0,24.4,False,False
Michael Jordan,1989-1990,CHI,@,GSW,1989-11-25,W,41:00,12.0,29.0,0.414,1.0,5.0,0.2,4.0,5.0,0.8,14.0,9.0,3.0,0.0,3.0,29.0,32.7,0.465,0.431,17.6,34.0,113.0,89.0,24.8,False,False
Michael Jordan,1989-1990,CHI,@,LAC,1989-11-26,L,33:00,9.0,18.0,0.5,1.0,2.0,0.5,7.0,10.0,0.7,7.0,4.0,2.0,2.0,7.0,26.0,36.3,0.58,0.528,14.3,25.4,97.0,110.0,17.1,False,False
Michael Jordan,1989-1990,CHI,0,ATL,1989-11-28,W,39:00,8.0,15.0,0.533,0.0,0.0,0.0,6.0,6.0,1.0,9.0,13.0,3.0,0.0,4.0,22.0,25.8,0.624,0.533,13.2,51.4,117.0,96.0,23.9,False,False
Michael Jordan,1989-1990,CHI,@,MIA,1989-12-02,W,36:00,11.0,16.0,0.688,0.0,0.0,0.0,14.0,15.0,0.933,5.0,7.0,0.0,1.0,5.0,36.0,32.0,0.796,0.688,7.3,34.1,140.0,106.0,30.1,False,False
Michael Jordan,1989-1990,CHI,0,DEN,1989-12-05,W,33:00,15.0,27.0,0.556,0.0,1.0,0.0,5.0,5.0,1.0,17.0,7.0,1.0,1.0,1.0,35.0,35.3,0.599,0.556,24.7,34.9,143.0,93.0,36.0,False,False
Michael Jordan,1989-1990,CHI,@,IND,1989-12-08,L,46:00,14.0,25.0,0.56,1.0,3.0,0.333,7.0,9.0,0.778,8.0,10.0,4.0,1.0,4.0,36.0,32.3,0.622,0.58,9.9,34.3,124.0,106.0,31.8,False,False
Michael Jordan,1989-1990,CHI,0,PHI,1989-12-09,W,36:00,13.0,21.0,0.619,3.0,6.0,0.5,0.0,0.0,0.0,9.0,9.0,1.0,0.0,1.0,29.0,28.0,0.69,0.69,15.8,34.6,144.0,108.0,27.3,False,False
Michael Jordan,1989-1990,CHI,0,DAL,1989-12-12,W,41:00,18.0,29.0,0.621,2.0,2.0,1.0,3.0,4.0,0.75,7.0,7.0,2.0,1.0,2.0,41.0,32.8,0.666,0.655,9.4,31.6,138.0,100.0,35.2,False,False
Michael Jordan,1989-1990,CHI,0,ORL,1989-12-14,W,25:00,14.0,20.0,0.7,3.0,3.0,1.0,7.0,9.0,0.778,7.0,5.0,2.0,0.0,1.0,38.0,38.6,0.793,0.775,15.6,39.8,158.0,102.0,35.4,False,False
Michael Jordan,1989-1990,CHI,0,CHH,1989-12-16,W,41:00,13.0,28.0,0.464,0.0,1.0,0.0,7.0,10.0,0.7,9.0,7.0,2.0,2.0,0.0,33.0,37.0,0.509,0.464,13.3,27.5,121.0,109.0,28.4,False,False
Michael Jordan,1989-1990,CHI,0,LAL,1989-12-19,W,44:00,15.0,29.0,0.517,2.0,4.0,0.5,5.0,5.0,1.0,7.0,5.0,2.0,1.0,7.0,37.0,40.9,0.593,0.552,8.5,25.2,98.0,87.0,23.6,False,False
Michael Jordan,1989-1990,CHI,@,ORL,1989-12-20,L,45:00,20.0,37.0,0.541,2.0,3.0,0.667,10.0,10.0,1.0,5.0,7.0,4.0,0.0,3.0,52.0,41.1,0.628,0.568,6.4,40.0,124.0,106.0,40.7,False,False
Michael Jordan,1989-1990,CHI,@,ATL,1989-12-22,W,32:00,10.0,17.0,0.588,2.0,3.0,0.667,7.0,8.0,0.875,4.0,4.0,2.0,0.0,4.0,29.0,33.2,0.707,0.647,8.1,18.2,126.0,114.0,21.1,False,False
Michael Jordan,1989-1990,CHI,@,PHI,1989-12-23,L,30:00,5.0,13.0,0.385,0.0,1.0,0.0,6.0,6.0,1.0,4.0,6.0,2.0,0.0,4.0,16.0,28.8,0.512,0.385,7.2,30.0,100.0,133.0,11.9,False,False
Michael Jordan,1989-1990,CHI,0,MIN,1989-12-26,W,35:00,12.0,17.0,0.706,3.0,5.0,0.6,1.0,2.0,0.5,2.0,4.0,4.0,1.0,3.0,28.0,25.9,0.783,0.794,4.4,19.2,135.0,98.0,24.4,False,False
Michael Jordan,1989-1990,CHI,0,SAS,1989-12-29,W,42:00,10.0,26.0,0.385,1.0,2.0,0.5,13.0,15.0,0.867,5.0,7.0,3.0,0.0,4.0,34.0,39.8,0.521,0.404,7.1,29.0,106.0,100.0,23.2,False,False
Michael Jordan,1989-1990,CHI,@,WSB,1989-12-30,W,43:00,13.0,26.0,0.5,0.0,2.0,0.0,2.0,2.0,1.0,7.0,10.0,4.0,3.0,3.0,28.0,28.2,0.521,0.5,8.4,44.1,118.0,100.0,26.0,False,False
Michael Jordan,1989-1990,CHI,@,CLE,1990-01-03,W,46:00,15.0,32.0,0.469,0.0,3.0,0.0,8.0,9.0,0.889,8.0,8.0,4.0,0.0,1.0,38.0,36.6,0.528,0.469,9.7,37.4,115.0,89.0,31.0,False,False
Michael Jordan,1989-1990,CHI,0,ORL,1990-01-05,W,41:00,19.0,31.0,0.613,2.0,5.0,0.4,3.0,3.0,1.0,4.0,6.0,4.0,0.0,3.0,43.0,32.8,0.665,0.645,5.4,23.6,124.0,103.0,33.7,False,False
Michael Jordan,1989-1990,CHI,@,MIL,1990-01-06,L,41:00,13.0,23.0,0.565,3.0,7.0,0.429,6.0,7.0,0.857,9.0,5.0,5.0,1.0,6.0,35.0,34.7,0.671,0.63,14.2,23.6,116.0,109.0,28.8,False,False
Michael Jordan,1989-1990,CHI,@,DET,1990-01-09,L,34:00,6.0,17.0,0.353,1.0,3.0,0.333,3.0,4.0,0.75,8.0,5.0,2.0,1.0,4.0,16.0,28.3,0.426,0.382,13.6,23.9,87.0,99.0,11.1,False,False
Michael Jordan,1989-1990,CHI,@,IND,1990-01-10,L,42:00,13.0,30.0,0.433,1.0,3.0,0.333,8.0,8.0,1.0,7.0,5.0,2.0,1.0,2.0,35.0,35.9,0.522,0.45,9.2,17.8,114.0,120.0,26.3,False,False
Michael Jordan,1989-1990,CHI,@,CHH,1990-01-12,W,40:00,19.0,28.0,0.679,0.0,1.0,0.0,7.0,9.0,0.778,4.0,6.0,1.0,0.0,2.0,45.0,38.8,0.704,0.679,6.0,32.4,139.0,106.0,35.8,False,False
Michael Jordan,1989-1990,CHI,0,LAC,1990-01-13,W,34:00,11.0,21.0,0.524,2.0,4.0,0.5,4.0,6.0,0.667,5.0,10.0,4.0,0.0,0.0,28.0,30.2,0.592,0.571,8.9,39.8,130.0,101.0,29.0,False,False
Michael Jordan,1989-1990,CHI,@,NYK,1990-01-15,L,42:00,9.0,24.0,0.375,0.0,2.0,0.0,8.0,9.0,0.889,4.0,8.0,3.0,0.0,5.0,26.0,34.0,0.465,0.375,6.2,26.3,101.0,116.0,16.4,False,False
Michael Jordan,1989-1990,CHI,0,GSW,1990-01-18,W,33:00,17.0,30.0,0.567,7.0,12.0,0.583,3.0,3.0,1.0,12.0,8.0,1.0,2.0,2.0,44.0,40.3,0.702,0.683,18.8,39.8,153.0,103.0,39.4,False,False
Michael Jordan,1989-1990,CHI,@,ATL,1990-01-19,W,40:00,12.0,24.0,0.5,0.0,3.0,0.0,12.0,16.0,0.75,9.0,3.0,7.0,0.0,7.0,36.0,42.7,0.58,0.5,12.0,17.5,100.0,76.0,28.0,False,False
Michael Jordan,1989-1990,CHI,0,NYK,1990-01-21,W,41:00,10.0,17.0,0.588,4.0,5.0,0.8,18.0,20.0,0.9,10.0,7.0,4.0,2.0,4.0,42.0,30.9,0.814,0.706,14.6,30.0,156.0,102.0,41.4,False,False
Michael Jordan,1989-1990,CHI,0,DET,1990-01-23,L,45:00,11.0,31.0,0.355,1.0,6.0,0.167,9.0,11.0,0.818,6.0,2.0,2.0,1.0,4.0,32.0,39.6,0.446,0.371,8.5,10.5,88.0,115.0,14.6,False,False
Michael Jordan,1989-1990,CHI,@,PHI,1990-01-26,L,42:00,12.0,27.0,0.444,0.0,2.0,0.0,7.0,9.0,0.778,5.0,11.0,2.0,0.0,1.0,31.0,32.0,0.501,0.444,7.1,40.2,118.0,124.0,25.9,False,False
Michael Jordan,1989-1990,CHI,0,NJN,1990-01-27,W,35:00,15.0,25.0,0.6,1.0,3.0,0.333,8.0,8.0,1.0,7.0,4.0,4.0,0.0,3.0,39.0,38.1,0.684,0.62,12.8,23.4,131.0,105.0,33.0,False,False
Michael Jordan,1989-1990,CHI,0,ATL,1990-01-29,W,30:00,7.0,14.0,0.5,0.0,2.0,0.0,2.0,3.0,0.667,7.0,9.0,1.0,1.0,4.0,16.0,28.3,0.522,0.5,15.3,35.3,108.0,113.0,14.7,False,False
Michael Jordan,1989-1990,CHI,@,HOU,1990-02-01,L,38:00,16.0,31.0,0.516,0.0,2.0,0.0,3.0,4.0,0.75,6.0,5.0,2.0,0.0,3.0,35.0,33.4,0.534,0.516,8.1,25.5,110.0,127.0,24.4,False,False
Michael Jordan,1989-1990,CHI,@,SAS,1990-02-03,L,46:00,17.0,32.0,0.531,2.0,4.0,0.5,8.0,8.0,1.0,3.0,5.0,2.0,0.0,3.0,44.0,36.6,0.619,0.563,4.2,20.7,127.0,120.0,31.8,False,False
Michael Jordan,1989-1990,CHI,@,LAL,1990-02-07,L,40:00,12.0,21.0,0.571,0.0,1.0,0.0,8.0,12.0,0.667,4.0,4.0,0.0,1.0,8.0,32.0,37.4,0.609,0.571,6.0,18.8,99.0,132.0,16.0,False,False
Michael Jordan,1989-1990,CHI,@,DEN,1990-02-08,L,37:00,5.0,18.0,0.278,1.0,2.0,0.5,4.0,6.0,0.667,1.0,8.0,1.0,1.0,4.0,15.0,27.2,0.363,0.306,1.6,29.2,77.0,117.0,6.4,False,False
Michael Jordan,1989-1990,CHI,@,MIA,1990-02-13,W,40:00,8.0,16.0,0.5,0.0,1.0,0.0,10.0,11.0,0.909,4.0,6.0,3.0,0.0,3.0,26.0,25.1,0.624,0.5,6.0,22.9,129.0,96.0,21.8,False,False
Michael Jordan,1989-1990,CHI,@,ORL,1990-02-14,L,47:00,21.0,43.0,0.488,0.0,2.0,0.0,7.0,10.0,0.7,7.0,2.0,0.0,1.0,0.0,49.0,41.2,0.517,0.488,8.7,8.3,115.0,127.0,30.3,False,False
Michael Jordan,1989-1990,CHI,0,MIA,1990-02-16,W,31:00,10.0,14.0,0.714,1.0,2.0,0.5,5.0,6.0,0.833,3.0,4.0,2.0,0.0,5.0,26.0,28.6,0.781,0.75,5.8,21.0,119.0,103.0,19.7,False,False
Michael Jordan,1989-1990,CHI,@,MIL,1990-02-18,W,36:00,15.0,26.0,0.577,0.0,2.0,0.0,9.0,10.0,0.9,3.0,4.0,2.0,1.0,0.0,39.0,36.2,0.641,0.577,3.8,21.3,145.0,96.0,31.6,False,False
Michael Jordan,1989-1990,CHI,0,HOU,1990-02-19,W,42:00,11.0,25.0,0.44,0.0,0.0,0.0,8.0,9.0,0.889,6.0,9.0,2.0,0.0,5.0,30.0,34.0,0.518,0.44,7.5,35.0,106.0,108.0,21.2,False,False
Michael Jordan,1989-1990,CHI,0,POR,1990-02-23,W,35:00,12.0,25.0,0.48,2.0,2.0,1.0,9.0,10.0,0.9,10.0,10.0,1.0,0.0,6.0,35.0,42.6,0.595,0.52,18.8,51.7,117.0,107.0,26.1,False,False
Michael Jordan,1989-1990,CHI,@,NJN,1990-02-25,W,44:00,12.0,24.0,0.5,0.0,1.0,0.0,8.0,9.0,0.889,8.0,8.0,2.0,2.0,5.0,32.0,29.4,0.572,0.5,9.2,36.3,115.0,94.0,24.8,False,False
Michael Jordan,1989-1990,CHI,0,MIL,1990-02-27,W,41:00,13.0,25.0,0.52,0.0,1.0,0.0,17.0,19.0,0.895,6.0,6.0,3.0,0.0,3.0,43.0,37.7,0.644,0.52,7.9,30.8,135.0,101.0,35.1,False,False
Michael Jordan,1989-1990,CHI,0,NJN,1990-03-02,W,31:00,8.0,12.0,0.667,2.0,4.0,0.5,5.0,6.0,0.833,4.0,4.0,1.0,2.0,0.0,23.0,19.4,0.786,0.75,6.9,20.2,172.0,95.0,23.0,False,False
Michael Jordan,1989-1990,CHI,@,BOS,1990-03-04,W,40:00,11.0,23.0,0.478,1.0,1.0,1.0,13.0,15.0,0.867,6.0,11.0,4.0,0.0,2.0,36.0,34.2,0.608,0.5,8.3,42.9,131.0,110.0,33.4,False,False
Michael Jordan,1989-1990,CHI,@,MIL,1990-03-06,W,37:00,14.0,26.0,0.538,2.0,4.0,0.5,5.0,6.0,0.833,8.0,6.0,4.0,0.0,2.0,35.0,36.4,0.611,0.577,15.3,29.0,141.0,108.0,29.4,False,False
Michael Jordan,1989-1990,CHI,0,UTA,1990-03-08,L,47:00,12.0,29.0,0.414,0.0,6.0,0.0,19.0,22.0,0.864,7.0,4.0,7.0,0.0,3.0,43.0,38.4,0.556,0.414,9.5,20.7,119.0,99.0,35.2,False,False
Michael Jordan,1989-1990,CHI,0,IND,1990-03-10,W,39:00,17.0,27.0,0.63,1.0,2.0,0.5,10.0,10.0,1.0,7.0,3.0,5.0,1.0,2.0,45.0,36.1,0.717,0.648,10.9,17.5,146.0,99.0,39.6,False,False
Michael Jordan,1989-1990,CHI,@,NYK,1990-03-13,W,42:00,11.0,19.0,0.579,1.0,3.0,0.333,11.0,12.0,0.917,8.0,7.0,1.0,1.0,4.0,34.0,29.4,0.7,0.605,12.9,28.1,132.0,111.0,29.7,False,False
Michael Jordan,1989-1990,CHI,0,DET,1990-03-16,L,41:00,8.0,17.0,0.471,3.0,5.0,0.6,1.0,3.0,0.333,8.0,7.0,1.0,0.0,3.0,20.0,25.0,0.546,0.559,14.0,36.2,106.0,123.0,14.6,False,False
Michael Jordan,1989-1990,CHI,0,PHI,1990-03-17,W,39:00,13.0,21.0,0.619,3.0,6.0,0.5,3.0,4.0,0.75,8.0,10.0,2.0,1.0,2.0,32.0,30.3,0.703,0.69,14.5,42.4,141.0,117.0,32.2,False,False
Michael Jordan,1989-1990,CHI,0,WSB,1990-03-20,W,39:00,8.0,19.0,0.421,1.0,2.0,0.5,4.0,4.0,1.0,8.0,5.0,2.0,2.0,3.0,21.0,26.1,0.506,0.447,14.1,16.1,120.0,101.0,17.6,False,False
Michael Jordan,1989-1990,CHI,@,ATL,1990-03-21,W,38:00,10.0,20.0,0.5,0.0,2.0,0.0,7.0,9.0,0.778,4.0,6.0,5.0,0.0,1.0,27.0,29.9,0.563,0.5,5.9,29.9,127.0,94.0,25.6,False,False
Michael Jordan,1989-1990,CHI,0,CLE,1990-03-23,W,40:00,18.0,32.0,0.563,0.0,3.0,0.0,5.0,6.0,0.833,6.0,5.0,5.0,1.0,3.0,41.0,42.9,0.592,0.563,9.1,26.8,116.0,97.0,33.8,False,False
Michael Jordan,1989-1990,CHI,0,SAC,1990-03-24,L,39:00,16.0,28.0,0.571,2.0,3.0,0.667,9.0,10.0,0.9,5.0,6.0,5.0,0.0,1.0,43.0,37.4,0.664,0.607,8.0,30.4,138.0,114.0,38.3,False,False
Michael Jordan,1989-1990,CHI,0,PHO,1990-03-26,W,28:00,14.0,24.0,0.583,0.0,1.0,0.0,0.0,0.0,0.0,12.0,5.0,6.0,0.0,2.0,28.0,38.4,0.583,0.583,23.6,28.6,122.0,76.0,29.5,False,False
Michael Jordan,1989-1990,CHI,@,CLE,1990-03-28,W,50:00,23.0,37.0,0.622,2.0,6.0,0.333,21.0,23.0,0.913,18.0,6.0,4.0,1.0,2.0,69.0,42.6,0.732,0.649,22.7,36.1,155.0,100.0,64.6,False,False
Michael Jordan,1989-1990,CHI,0,NYK,1990-03-30,W,45:00,20.0,34.0,0.588,1.0,3.0,0.333,8.0,9.0,0.889,12.0,4.0,5.0,2.0,2.0,49.0,40.5,0.645,0.603,16.4,22.0,133.0,95.0,42.8,False,False
Michael Jordan,1989-1990,CHI,0,MIA,1990-04-01,W,41:00,20.0,29.0,0.69,1.0,2.0,0.5,6.0,9.0,0.667,6.0,7.0,3.0,3.0,5.0,47.0,40.5,0.713,0.707,8.5,41.8,128.0,103.0,40.3,False,False
Michael Jordan,1989-1990,CHI,0,IND,1990-04-03,W,44:00,8.0,19.0,0.421,1.0,4.0,0.25,12.0,12.0,1.0,4.0,10.0,0.0,2.0,0.0,29.0,26.5,0.597,0.447,7.3,33.8,148.0,121.0,27.3,False,False
Michael Jordan,1989-1990,CHI,0,ORL,1990-04-05,W,39:00,14.0,23.0,0.609,2.0,6.0,0.333,8.0,10.0,0.8,7.0,3.0,4.0,1.0,2.0,38.0,31.1,0.693,0.652,9.2,12.8,138.0,100.0,33.2,False,False
Michael Jordan,1989-1990,CHI,@,DAL,1990-04-07,W,40:00,15.0,26.0,0.577,3.0,5.0,0.6,10.0,13.0,0.769,3.0,4.0,2.0,1.0,0.0,43.0,36.7,0.678,0.635,4.6,21.8,143.0,121.0,35.6,False,False
Michael Jordan,1989-1990,CHI,0,CLE,1990-04-11,W,31:00,9.0,15.0,0.6,1.0,4.0,0.25,3.0,4.0,0.75,5.0,7.0,3.0,1.0,2.0,22.0,27.7,0.656,0.633,10.9,32.8,135.0,89.0,21.2,False,False
Michael Jordan,1989-1990,CHI,0,MIL,1990-04-13,W,39:00,10.0,16.0,0.625,1.0,4.0,0.25,5.0,6.0,0.833,6.0,10.0,8.0,2.0,4.0,26.0,25.5,0.697,0.656,11.0,35.5,131.0,96.0,31.8,False,False
Michael Jordan,1989-1990,CHI,@,WSB,1990-04-14,L,37:00,10.0,21.0,0.476,1.0,2.0,0.5,0.0,1.0,0.0,3.0,5.0,1.0,0.0,2.0,21.0,27.4,0.49,0.5,4.6,20.9,107.0,119.0,12.1,False,False
Michael Jordan,1989-1990,CHI,@,IND,1990-04-16,L,45:00,11.0,24.0,0.458,0.0,2.0,0.0,1.0,2.0,0.5,7.0,6.0,4.0,0.0,6.0,23.0,32.5,0.462,0.458,11.3,21.1,88.0,121.0,13.7,False,False
Michael Jordan,1989-1990,CHI,0,BOS,1990-04-17,W,36:00,13.0,24.0,0.542,2.0,3.0,0.667,7.0,8.0,0.875,11.0,6.0,2.0,1.0,6.0,35.0,42.5,0.636,0.583,17.9,32.4,110.0,105.0,26.4,False,False
Michael Jordan,1989-1990,CHI,0,WSB,1990-04-19,W,36:00,12.0,26.0,0.462,2.0,5.0,0.4,6.0,6.0,1.0,6.0,7.0,5.0,1.0,3.0,32.0,36.3,0.559,0.5,10.5,30.1,121.0,109.0,27.6,False,False
Michael Jordan,1989-1990,CHI,@,BOS,1990-04-20,L,35:00,21.0,29.0,0.724,0.0,2.0,0.0,3.0,3.0,1.0,8.0,9.0,3.0,0.0,3.0,45.0,40.9,0.742,0.724,12.8,64.3,140.0,113.0,40.2,False,False
Michael Jordan,1989-1990,CHI,@,DET,1990-04-22,L,37:00,10.0,23.0,0.435,1.0,3.0,0.333,1.0,2.0,0.5,10.0,4.0,2.0,0.0,2.0,22.0,30.1,0.461,0.457,16.2,22.5,97.0,111.0,15.3,False,False
Michael Jordan,1990-1991,CHI,0,PHI,1990-11-02,L,34:00,14.0,24.0,0.583,1.0,3.0,0.333,5.0,5.0,1.0,5.0,7.0,7.0,0.0,5.0,34.0,35.2,0.649,0.604,8.1,36.3,120.0,109.0,30.8,False,True
Michael Jordan,1990-1991,CHI,@,WSB,1990-11-03,L,46:00,11.0,22.0,0.5,0.0,0.0,0.0,6.0,9.0,0.667,10.0,1.0,1.0,0.0,2.0,28.0,24.4,0.539,0.5,11.9,4.8,113.0,103.0,19.3,False,True
